ID	Value
PBLTD2245	ਗਹਿਰੀ\JJ ਰਾਤਿ\N_NN ਹਾਥ\N_NN ਛਿਪ\V_VM ਜਾਵੇ\V_VM_VF ,ਅਤੇ\CC_CCD ਪੌਣ\N_NN ਰੂਪ\N_NN ਜਮ\N_NN ਸਰਕੇ\V_VM_VF ।\RD_PUNC
PBLTD2246	ਬਿਜਲੀ\N_NN ਚਮਕ\N_NN ਚਮਕ\N_NN ਡਰ\V_VM ਪਾਵੇ,\V_VM_VF ਬਰਫ਼\N_NN ਸਾਰ-ਮੁੰਹ\N_NN ਕਰਕੇ\V_VM_VNF ।\RD_PUNC
PBLTD2247	ਖ਼ੂਨੀ\JJ ਤੇਗ਼\N_NN ਤੇਜ਼\JJ ਜਲ\N_NN ਨਦੀਆਂ,\N_NN ਓਥੇ\RB ਸ਼ੀਂਹ\N_NN ਮਰਨ\N_NN ਡਰ\RB ਡਰਕੇ\V_VM_VNF ।\RD_PUNC
PBLTD2248	ਪ੍ਰੀਤ\N_NN ਰੀਤ\N_NN ਐਸੀ\RB ਕਰ\V_VM_VF ਹਾਸ਼ਮ,\N_NNP ਸੋਹਣੀ\N_NNP ਫੇਰ\RB ਜਾਵੇ\V_VM_VF ਨੈਂ\N_NN ਤਰਕੇ\V_VM_VF ।\RD_PUNC
PBLTD2249	ਗ਼ੈਰਤ\N_NN ਪਕਡ਼\N_NN ਨਾਹੀਂ\RP_NEG ਜੇ\PR_PRL ਦੇਖੇਂ,\V_VM_VF ਕੋਈ\DM_DMQ ਕਰ\V_VM_VF ਦੱਸੋ\V_VM_VF ਬੁਰਆਿਈ\N_NN ।\RD_PUNC
PBLTD2250	ਕਿਚਰਕੁ\PR_PRQ ਰਹਿਗੁ\V_VM_VF ਗ਼ਰੀਬ\N_NN ਬੇਚਾਰਾ,\JJ ਅਤੇ\CC_CCD ਕਿਚਰਕੁ\PR_PRQ ਕਰੇ\V_VM_VF ਕਮਾਈ\N_NN ।\RD_PUNC
PBLTD2251	ਜਿਥੇ\PR_PRL ਅਕਲ\N_NN ਗਈ\V_VM_VF ਕਰ\V_VM_VNF ਸੌਦਾ,\N_NN ਲੱਖ\QT_QTC ਏਸ\PR_PRP ਸ਼ਹਿਰ\N_NN ਵਿਚ\PSP ਆਈ\V_VM_VF ।\RD_PUNC
PBLTD2252	ਆਪਣੀ\PR_PRF ਖ਼ਬਰ\N_NN ਨਾਹੀਂ\RP_NEG ਕੁਛ\DM_DMQ ਹਾਸ਼ਮ,\N_NNP ਕੀ\PR_PRQ ਮਤਲਬ\N_NN ਨਾਲ\PSP ਪਰਾਈ\JJ |\RD_PUNC
PBLTD2253	ਘਰ\N_NN ਵਿਚ\PSP ਲੱਖ\QT_QTC ਦੁਸ਼ਮਣ\N_NN ਲੱਖ\QT_QTC ਦੋਸਤ,\N_NN ਤੂੰ\PR_PRP ਬਾਹਰ\RB ਫਿਰੇਂ\V_VM ਢੂੰਡੇਦਾ\V_VM_VF |\RD_PUNC
PBLTD2254	ਦਾਅਵਾ\N_NN ਹਿਰਸ\N_NN ਗ਼੍ਰੂਰ\N_NN ਜਹਾਨੀਂ,\N_NN ਨਹੀਂ\RP_NEG ਘਰ\N_NN ਵਿਚ\PSP ਹੁਕਮ\N_NN ਮੰਨੇਂਦਾ\V_VM_VF |\N_NN
PBLTD2255	ਇਹ\PR_PRP ਦੁਸ਼ਮਣ\N_NN ਘਰ\N_NN ਦੇ\PSP ਲਖ\QT_QTC ਸੂਲਾਂ,\N_NN ਨਹੀਂ\RP_NEG ਜਿਸ\PR_PRL ਲਗ\N_NN ਸਾਫ਼\RB ਕਰੇਂਦਾ\V_VM_VF |\RD_PUNC
PBLTD2256	ਜੀਵੰਦਿਆਂ\RB ਵਿਚ\PSP ਜਾਣ\V_VM_VINF ਨ\RP_NEG ਹਾਸ਼ਮ\N_NNP ,ਜੈਂਦੇ\PR_PRL ਘਰ\N_NN ਵਿਚ\PSP ਸ਼ੇਰ\N_NN ਬੁਕੇਂਦਾ\V_VM_VF |\RD_PUNC
PBLTD2257	ਗੁਲ\N_NN ਨੇ\PSP ਦਰਦ\N_NN ਦਿਤਾ\V_VM_VF ਬੁਲ੍ਬੁਲ\N_NN ਨੂੰ,\PSP ਉਹਦੀ\PR_PRP ਆਣ\V_VM_VINF ਕੀਤੀ\V_VM_VF ਦਿਲਦਾਰੀ\N_NN |\RD_PUNC
PBLTD2258	ਤੂੰ\PR_PRP ਮਹਿਬੂਬ\N_NN ਕਹਿਆ\V_VM_VF ਬੁਲਬੁਲ\N_NN ਨੇ,\PSP ਕਿਉਂ\PR_PRQ ਕਰਨਾ\V_VM_VINF ਹੈਂ\V_VAUX ਇੰਤਜਾਰੀ\N_NN |\RD_PUNC
PBLTD2259	ਮਾਲੀ\N_NN ਤੋੜ\V_VM ਲਵਗੁ\V_VM_VF ਕਹਿਆ,\V_VM_VF ਅਸਾਮ\N_NN ਜਦ\PR_PRL ਇਹ\PR_PRP ਰਾਤ\N_NN ਗੁਜ਼ਾਰੀ\V_VM_VF |\RD_PUNC
PBLTD2260	ਹਾਸ਼ਮ\N_NNP ਯਾਦ\N_NN ਕਰੇਸੀ\V_VM_VF ਬੁਲਬੁਲ,\N_NN ਇਹ\PR_PRP ਉਲਫ਼ਤ\N_NN ਬਾਤ\N_NN ਹਮਾਰੀ\PR_PRP |\RD_PUNC
PBLTD2261	ਗੁਲ\N_NN ਤੇ\CC_CCD ਖ਼ਾਰ\N_NN ਪੈਦਾਇਸ਼\V_VM_VF ਇਕਸੇ,\RB ਇਸ\PR_PRP ਬਾਗ਼\N_NN ਚਮਨ\N_NN ਦੇ\PSP ਦੋਵੇਂ\QT_QTO |\RD_PUNC
PBLTD2262	ਇਕ\QT_QTC ਸ਼ਬ\N_NN ਉਮਰ\N_NN ਗੁਲਾਂ\N_NN ਦੀ\PSP ਓੜਕ,\N_NN ਅਤੇ\CC_CCD ਖ਼ਾਰ\N_NN ਰਹੇ\V_VM_VF ਨਿਤ\RB ਓਵੀਂ\RB |\RD_PUNC
PBLTD2263	ਥੋੜਾ\RB ਰਹਿਣ\V_VM_VINF ਕਬੂਲ\V_VM_VF ਪਿਆਰੇ,\N_NN ਪਰ\CC_CCS ਤੂੰ\PR_PRP ਖ਼ਾਰ\N_NN ਨ\RP_NEG ਹੋਵੀਂ\V_VM_VF |\RD_PUNC
PBLTD2264	ਹਾਸ਼ਮ\N_NNP ਆਣ\V_VM_VINF ਮਿਲੀਂ\V_VM_VF ਗੁਲ\N_NN ਹੱਸਕੇ,\V_VM_VNF ਭਾਵੇਂ\CC_CCD ਇਕ\QT_QTC ਪਲ\N_NN ਪਾਸ\RB ਖਲੋਵੀ\V_VM_VF |\RD_PUNC
PBLTD2265	ਹਾਕਮ\N_NN ਹੁਕਮ\N_NN ਨਸੀਬੋਂ\N_NN ਕਰਦਾ,\V_VM_VF ਪਰ\CC_CCS ਲਸ਼ਕਰ\N_NN ਪਾਸ\RB ਖੜੋਵੇ\V_VM_VF |\RD_PUNC
PBLTD2266	ਘਾਇਲ\N_NN ਇਸ਼ਕ\N_NN ਦਿਲਾਂ\N_NN ਨੂੰ\PSP ਕਰਦਾ,\V_VM_VF ਪਰ\CC_CCS ਨੈਣ\N_NN ਵਸੀਲਾ\N_NN ਹੋਵੇ\V_VM_VF |\RD_PUNC
PBLTD2267	ਹੈ\V_VAUX ਤਕਦੀਰ\N_NN ਵੱਲੋਂ\PSP ਸਭ\DM_DMQ ਲਿਖਿਆ,\V_VM_VF ਪਰ\CC_CCS ਬਿਨ\RB ਅਸਬਾਬ\N_NN ਨ\RP_NEG ਹੋਵੇ\V_VM_VF |\RD_PUNC
PBLTD2268	ਹਾਸ਼ਮ\N_NNP ਬਾਝ\RB ਤੁਲਹਾ\N_NN ਨਹੀਂ\RP_NEG ਬੇੜੀ,\N_NN ਅਤੇ\CC_CCD ਪਾਸ\RB ਨਦੀ\N_NN ਬਹਿ\V_VM ਰੋਵੇ\V_VM_VF |\RD_PUNC
PBLTD2269	ਹਰ\DM_DMQ ਹਰ\DM_DMQ ਪੋਸਤ\N_NN ਦੇ\PSP ਵਿਚ\PSP ਦੋਸਤ,\N_NN ਉਹ\PR_PRP ਦੋਸਤ\N_NN ਰੂਪ\N_NN ਵਟਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2270	ਦੋਸਤ\N_NN ਤੀਕ\PSP ਨਾ\RP_NEG ਪਹੁੰਚੇ\V_VM_VF ਕੋਈ,\DM_DMQ ਇਹ\PR_PRP ਪੋਸਤ\N_NN ਚਾਇ\V_VM_VF ਭੁਲਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2271	ਦੋਸਤ\N_NN ਖ਼ਾਸ\JJ ਪਛਾਣੇ\V_VM_VINF ਤਾਂਹੀ,\PSP ਜਦ\PR_PRL ਪੋਸਤ\N_NN ਖ਼ਾਕ\N_NN ਰੁਲਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2272	ਹਾਸ਼ਮ\N_NNP ਸ਼ਾਹ\N_NNP ਜਦ\PR_PRL ਦੋਸਤ\N_NN ਪਾਵੇ,\V_VM_VF ਤਦ\RB ਪੋਸਤ\N_NN ਵਲ\PSP ਕਦ\PR_PRQ ਜਾਵੇ\V_VM_VF |\RD_PUNC
PBLTD2273	ਹਾਸ਼ਮ\N_NNP ਨਾਮ\N_NN ਰਖਾਇਆ\V_VM_VF ਉਸ\PR_PRP ਨੇ,\PSP ਇਕ\QT_QTC ਦਮੜੀ\N_NN ਪਾਸ\RB ਨ\RP_NEG ਜਿਸਦੇ\PR_PRL |\RD_PUNC
PBLTD2274	ਆਜ਼ਿਜ਼\N_NN ਹਾਲ\N_NN ਹਵਾਲ\N_NN ਨ\RP_NEG ਕੋਈ,\DM_DMQ ਕੀ\PR_PRQ ਵਸਫ਼\N_NN ਸੁਣਾਏ\V_VM_VF ਤਿਸਦੇ\PR_PRP |\RD_PUNC
PBLTD2275	ਪਰ\CC_CCS ਹਾਸ਼ਮ\N_NNP ਨੂੰ\PSP ਹਸ਼ਮਤ\N_NN ਏਹੋ,\PR_PRP ਹੋਰ\DM_DMQ ਕਰਮ\N_NN ਵੰਡਾਏ\V_VM_VF ਕਿਸ\DM_DMQ ਦੇ\PSP |\RD_PUNC
PBLTD2276	ਹੀਰੇ\N_NNP !ਲਾਜ\N_NN ਸਿਆਲਾਂ\N_NNP ਲਾਹਿਆ,\V_VM_VF ਤੁਧ\PR_PRP ਯਾਰ\N_NN ਬਣਾਇਆ\V_VM_VF ਪਾਲੀ\N_NN |\RD_PUNC
PBLTD2277	ਚੋਬਰ\N_NN ਕਰਨ\V_VM_VF ਮਜ਼ਾਖਾਂ\N_NN ਤੈਨੂੰ\PR_PRP !\RD_PUNC ਔਹ\RP_INTF ਹੀਰ\N_NNP ਚਕੇਟੇ\JJ ਵਾਲੀ\PSP |\RD_PUNC
PBLTD2278	ਹੀਰ\N_NNP ਕਦੀਮੀ\N_NN ਓਹੀ\PR_PRP ਵੇ\RP_INJ ਲੋਕਾ\N_NN !\RD_PUNC ਅਤੇ\CC_CCD ਮੈਂ\PR_PRP ਕਦੋਂ\PR_PRQ ਲੱਜ\N_NN ਵਾਲੀ\PSP |\RD_PUNC
PBLTD2279	ਰਾਂਝਾ\N_NNP ਐਬ\N_NN ਛੁਪਾਵੇ\V_VM_VF ਹਾਸ਼ਮ,\N_NNP ਮੇਰਾ\PR_PRP ਦੀਨ\N_NN ਦੁਨੀ\N_NN ਦਾ\PSP ਵਾਲੀ\N_NN |\RD_PUNC
PBLTD2280	ਹੇ\RP_INJ ਗੁਲ!ਮੀਤ\N_NN ਨਹੀਂ\RP_NEG ਇਹ\PR_PRP ਬੂਟਾ,\N_NN ਤੂੰ\PR_PRP ਨ\RP_NEG ਕਰ\V_VM_VF ਲਾਡ\N_NN ਇਵੇਹੇ\RB |\RD_PUNC
PBLTD2281	ਇਹ\PR_PRP ਕਪਟੀ\N_NN ਸੁੱਕ\RB ਗਿਆ\V_VM_VF ਨ\RP_NEG ਮੂਲੇ,\JJ ਕਈ\DM_DMQ ਤੋੜ\V_VM ਲਏ\V_VM_VF ਤੁਧ\PR_PRP ਜੇਹੇ\RB |\RD_PUNC
PBLTD2282	ਰੋ\V_VM ਪਿਆਰੀ\JJ ਬੁਲਬੁਲ\N_NN ਗੁਲ\N_NN ਮਿਲ\V_VM ਕੇ,\V_VM_VNF ਕਦ\PR_PRQ ਮਿਲਸਣ\V_VM_VINF ਯਾਰ\N_NN ਅਜੇਹੇ\RB |\RD_PUNC
PBLTD2283	ਹਾਸ਼ਮਸ਼ਾਹ\N_NNP ਅਸਰਾਫ਼\N_NN ਕਮੀਨਾ,\N_NN ਕਿਉਂ\PR_PRQ ਇਤ\PR_PRP ਬਿਧ\N_NN ਆਣ\V_VM_VINF ਦਸੇਹੇ\N_NN |\RD_PUNC
PBLTD2284	ਹੁਣ\RB ਤੂੰ\PR_PRP ਨ\RP_NEG ਆ\V_VM ਅਸਾਥੀਂ\N_NN ,\RD_PUNC ਕੋਈ\DM_DMQ ਪੇ\N_NN ਆਣ\V_VM_VINF ਮਿਲੇਸੀ\V_VM_VF |\RD_PUNC
PBLTD2285	ਜਿਸ\PR_PRL ਦਿਨ\N_NN ਮੌਤ\N_NN ਖੜਿਗੁ\V_VM_VF ਵਿਚ\PSP ਕਬਰੇ,\N_NN ਸਿਰ\N_NN ਸੌ\QT_QTC ਮਣ\N_NN ਭਾਰ\N_NN ਪਵੇਸੀ\V_VM_VF |\RD_PUNC
PBLTD2286	ਤਿਸ\PR_PRP ਦਿਨ\N_NN ਕਰੇਂ\V_VM_VF ਕਬਰ\N_NN ਵਲ\PSP ਫੇਰਾ,\V_VM_VF ਤੇਰਾ\PR_PRP ਰਾਹ\N_NN ਸ਼ਹੀਦ\N_NN ਤਕੇਸੀ\V_VM_VF |\RD_PUNC
PBLTD2287	ਹਾਸ਼ਮੁ\N_NNP ਹੋਗੁ\V_VM_VF ਅਹਿਸਾਨ\N_NN ਤੁਸਾਡਾ,\PR_PRP ਮੇਰਾ\PR_PRP ਹਰ\DM_DMQ ਦਮ\N_NN ਸ਼ੁਕਰ\N_NN ਕਰੇਸੀ\V_VM_VF |\RD_PUNC
PBLTD2288	ਇਹ\PR_PRP ਅਫ਼ਸੋਸ\N_NN ਰਹਿਗੁ\V_VM_VF ਦਿਲ\N_NN ਮੇਰੇ,\PR_PRP ਤੇ\CC_CCD ਜਾਗੁ\N_NN ਨ\RP_NEG ਕਦੀ\RB ਕਦਾਹੀਂ\RB |\RD_PUNC
PBLTD2289	ਦਿਲਬਰ\N_NN ਦੇ\PSP ਹਥ\N_NN ਦਿਲ\N_NN ਮੇਰਾ\PR_PRP ਲੈ,\V_VM_VNF ਮੇਰੀ\PR_PRP ਕਦਰ\N_NN ਪਛਾਤੋਸੁ\V_VM_VF ਨਾਹੀਂ\RP_NEG |\RD_PUNC
PBLTD2290	ਬੇਪਰਵਾਹ\JJ ਸ਼ਨਾਸ\N_NN ਨ\RP_NEG ਉਸ\PR_PRP ਨੂੰ,\PSP ਯਾ\N_NN ਮੈਂ\PR_PRP ਕੁਛ\DM_DMQ ਹੋਗਾ\V_VM_VF ਗ਼ੁਨਾਹੀਂ\N_NN |\RD_PUNC
PBLTD2291	ਹਾਸ਼ਮ\N_NNP ਇਹ\PR_PRP ਗੱਲ\N_NN ਕਤਅ\RB ਨ\RP_NEG ਕੀਤੀ,\V_VM_VF ਭਰਮ\N_NN ਰਹਿਆ\V_VM_VF ਮਨ\N_NN ਮਾਹੀਂ\PSP |\RD_PUNC
PBLTD2292	ਇਹ\PR_PRP ਅੱਖੀਂ\N_NN ਬਿਨ\RB ਫੌ਼ਜ\N_NN ਹੁਸਨ\N_NN ਦੀ\PSP ,ਸੁੱਤੀ\JJ ਕਲਾ\N_NN ਜਗਾਵਣ\V_VM_VF |\N_NN
PBLTD2293	ਅਕਲਮੰਦਾ\JJ ਨੂੰ\PSP ਕਰ\V_VM_VF ਮਨਸੂਬੇ,\N_NN ਵਸ\V_VM_VF ਬਿਦਰਦਾਂ\N_NN ਪਾਵਣ\V_VM_VINF |\RD_PUNC
PBLTD2294	ਹਾਕਮ\N_NN ਹੁਕਮ\N_NN ਕਰਨ\V_VM_VF ਬਿਨ\RB ਲਸ਼ਕ੍ਰ,\N_NN ਬੇਤਕਸੀਰ\N_NN ਕੁਹਾਵਣ\V_VM_VINF |\RD_PUNC
PBLTD2295	ਹਾਸ਼ਮ\N_NNP ਮਨ\N_NN ਨ\RP_NEG ਆਣੀਂ\V_VM_VINF ਅੱਖੀਂ,\N_NN ਮਤ\RP_NEG ਸੂਲੀ\N_NN ਪਕੜ\N_NN ਚੜਹਾਵਣ\V_VM_VINF |\RD_PUNC
PBLTD2296	ਇਹ\PR_PRP ਦਿਲ\N_NN ਖ਼ੁਆਰ\N_NN ਕਰੇ\V_VM_VF ਨਿਤ\N_NN ਮੈਨੂੰ,\PR_PRP ਇਸ\PR_PRP ਹੋਸ਼\N_NN ਗਵਾਇਆ\V_VM_VF ਮੇਰਾ\PR_PRP |\RD_PUNC
PBLTD2297	ਜਿਉਂ\RP_CL ਦਰਿਆ\N_NN ਹਮੇਸ਼ਾ\RB ਢਾਹਵੇ,\V_VM_VF ਨਿਤ\RB ਆਪਣਾ\PR_PRF ਆਪ\PR_PRF ਚੌਫੇਰਾ\JJ |\RD_PUNC
PBLTD2298	ਅਪਣੀ\PR_PRF ਖ਼ਬਰ\N_NN ਨਹੀਂ\RP_NEG ਇਸ\PR_PRP ਦਿਲ\N_NN ਨੂੰ\PSP ,\RD_PUNC ਜਿਉਂ\RP_CL ਦੀਪਕ\N_NN ਮਗਰ\RB ਅੰਨਹੇਰਾ\N_NN |\RD_PUNC
PBLTD2299	ਹਾਸ਼ਮ\N_NNP ਯਾਰ\N_NN ਮਿਲੇ\V_VM_VF ਤੁਧ\PR_PRP ਆਖਾਂ,\V_VM_VF ਅਸਾਂ\PR_PRP ਖ਼ੂਬ\JJ ਡਿਠਾ\N_NN ਸੁਖ\N_NN ਤੇਰਾ\PR_PRP |\RD_PUNC
PBLTD2300	ਇਕ\QT_QTC ਬਹਿ\V_VM ਖ਼ੁਸ਼ਾਮਦ\N_NN ਕਰਦੇ,\V_VM_VF ਪਰ\CC_CCS ਗ਼੍ਰਜੀ\JJ ਹੋਣ\V_VM_VINF ਕਮੀਨੇ\N_NN |\RD_PUNC
PBLTD2301	ਇਕ\QT_QTC ਬੇਪਰਵਾਹ\JJ ਨ\RP_NEG ਪਾਸ\RB ਖੜੋਵਣ,\V_VM_VF ਪਰ\CC_CCS ਹੋਵਣ\V_VM_VINF ਯਾਰ\N_NN ਨਗੀਨੇ\JJ |\RD_PUNC
PBLTD2302	ਕੂੰਜਾਂ\N_NN ਵਾਂਗੁ\RB ਹਜਾਰ\QT_QTC ਕੋਹਾਂ\N_NN ਤੇ,\PSP ਉਨਹਾਂ\PR_PRP ਸ਼ੌਕ\N_NN ਵਖੋ\RB ਵਖ\RB ਸੀਨੇ\N_NN |\RD_PUNC
PBLTD2303	ਹਾਸ਼ਮ\N_NNP ਸਾਜਣ\N_NN ਕੋਲ\RB ਹਮੇਸ਼ਾ,\RB ਭਾਵੇਂ\CC_CCD ਵਿਛੜੇ\N_NN ਹੋਣ\V_VM_VINF ਮਹੀਨੇ\N_NN |\RD_PUNC
PBLTD2304	ਇਕਨਾ\QT_QTO ਕੋਲ\RB ਹੁਸਨ\N_NN ਚਤੁਰਾਈ\N_NN ,ਇਕ\QT_QTC ਘਾਇਲ\N_NN ਯਾਰ\N_NN ਦੀਵਾਨੇ\JJ |\RD_PUNC
PBLTD2305	ਇਕਨਾ\QT_QTO ਪਾਸ\RB ਕੂਤ\N_NN ਨਾ\RP_NEG ਸ਼ਬ\N_NN ਦਾ,\PSP ਇਕ\QT_QTO ਬਖਸ਼ਣ\N_NN ਰੋਜ਼\RB ਖ਼੍ਜਾਨੇ\N_NN |\RD_PUNC
PBLTD2306	ਇਕਨਾ\QT_QTO ਦਰਦ\N_NN ਹਮੇਸ਼ਾ\RB ਆਹੀਂ,\V_VM_VF ਇਕ\QT_QTC ਗਾਵਣ\V_VM_VINF ਨਾਲ\PSP ਤਰਾਨੇ\N_NN |\RD_PUNC
PBLTD2307	ਹਾਸ਼ਮ\N_NNP ਖ਼ੁਆਬ\N_NN ਚਮਨ\N_NN ਦੀ\PSP ਲਹਿਰੀਂ,\N_NN ਗਏ\V_VM_VF ਫਿਰ\RB ਫਿਰ\RB ਕਈ\DM_DMQ ਜ਼ਮਾਨੇ\N_NN |\RD_PUNC
PBLTD2308	ਇਕਨਾ\QT_QTO ਰੋਗ\N_NN ਸਰੀਰਾਂ\N_NN ਉਪਜੇ,\V_VM ਇਕ\QT_QTC ਦਿਲ\N_NN ਦੇ\PSP ਵਹਿਮ\N_NN ਅਜ਼ਾਰੀ\N_NN |\RD_PUNC
PBLTD2309	ਵਹਿਮ\N_NN ਖ਼ਿਆਲ\N_NN ਦਲੀਲਾਂ\N_NN ਕੀਤਾ,\V_VM_VF ਉਹਨੂੰ\PR_PRP ਕਾਮਲ\JJ ਰੋਗ\N_NN ਬੀਮਾਰੀ\N_NN |\RD_PUNC
PBLTD2310	ਜੋ\PR_PRL ਦਿਲ\N_NN ਗ਼ਰਕ\N_NN ਦਲੀਲੀ\JJ ਹੋਇਆ,\V_VM_VF ਉਹਨੂੰ\PR_PRP ਸਾਸ\N_NN ਨਿਬਾਹੁਣ\V_VM_VINF ਭਾਰੀ\JJ |\RD_PUNC
PBLTD2311	ਹਾਸ਼ਮ\N_NNP ਦਿਲ\N_NN ਬੇਦਰਦ\JJ ਵਟਾਏ,\V_VM_VF ਕੋਈ\DM_DMQ ਗਾਹਕ\N_NN ਮਿਲੇ\V_VM ਬਿਆਪਾਰੀ\N_NN |\RD_PUNC
PBLTD2312	ਇਕ\QT_QTC ਪਲ\N_NN ਹਿਜਰ\N_NN ਨਹੀਂ\RP_NEG ਸਹਿ\V_VM ਸਕਦਾ,\V_VM_VF ਤਿਸ\PR_PRL ਆਵੇ\V_VM_VF ਪੇਸ਼\V_VM_VF ਜੁਦਾਈ\V_VM_VF |\RD_PUNC
PBLTD2313	ਦਿਲ\N_NN ਨੂੰ\PSP ਸਬਰ\N_NN ਅਰਾਮ\N_NN ਨ\RP_NEG ਆਵੇ,\V_VM_VF ਦੂਜਾ\QT_QTO ਦੁਰ\RB ਦੁਰ\RB ਕਰੇ\V_VM_VF ਲੁਕਾਈ\V_VM_VF |\RD_PUNC
PBLTD2314	ਦਿਲ\N_NN ਨੂੰ\PSP ਸਿਕਲ\N_NN ਹੋਵੇ\V_VM_VF ਹਰ\DM_DMQ ਤਰਫ਼ੋਂ,\RB ਤਦ\PR_PRL ਪਕੜੇ\V_VM ਐਨ\N_NN ਸਫ਼ਾਈ\N_NN |\RD_PUNC
PBLTD2315	ਤਾਂ\CC_CCD ਕੁਝ\DM_DMQ ਬਣੇ\V_VM_VINF ਆਈਨਾ\N_NN ਹਾਸ਼ਮ,\N_NNP ਅਤੇ\CC_CCD ਸਮਝੇ\V_VM ਭੇਤ\N_NN ਇਲਾਹੀ\JJ |\RD_PUNC
PBLTD2316	ਇਕਸੇ\QT_QTO ਤਾਰ\N_NN ਬਹਾਰ\N_NN ਨਾ\RP_NEG ਰਹਿੰਦੀ,\V_VM_VF ਨਹੀਂ\RP_NEG ਇਕਸੇ\QT_QTO ਤੌਰ\N_NN ਜ਼ਮਾਨਾ\N_NN |\RD_PUNC
PBLTD2317	ਹਰ\DM_DMQ ਦਿਨ\N_NN ਚਾਲ\N_NN ਨਹੀਂ\RP_NEG ਅਲਬੇਲੀ,\N_NN ਨਹੀਂ\RP_NEG ਹਰ\DM_DMQ ਦਮ\N_NN ਜ਼ੋਰ\N_NN ਜਵਾਨਾ\N_NN |\RD_PUNC
PBLTD2318	ਰੋਵਣ\V_VM_VINF ਸੋਗ\N_NN ਹਮੇਸ਼\RB ਨਾ\RP_NEG ਹੋਵੇ,\V_VM_VF ਨਹੀਂ\RP_NEG ਨਿੱਤ\RB ਨਿੱਤ\RB ਰਾਗ\N_NN ਸ਼ਹਾਨਾ\N_NN |\RD_PUNC
PBLTD2319	ਹਾਸ਼ਮ\N_NNP ਬੈਠ\V_VM ਗਈਆਂ\V_VM_VF ਲੱਖ\QT_QTC ਡਾਰਾਂ,\N_NN ਇਹ\PR_PRP ਜਗਤ\N_NN ਮੁਸਾਫ਼੍ਰਖਾਨਾ\N_NN |\RD_PUNC
PBLTD2320	ਇਕਸੇ\QT_QTO ਥਾਉਂ\N_NN ਨ\RP_NEG ਵਗਦੀਆਂ\V_VM_VF ਨਦੀਆਂ,\N_NN ਨਹੀਂ\RP_NEG ਇਕਸੇ\QT_QTO ਤੌਰ\PSP ਲੁਕਾਈ\N_NN |\RD_PUNC
PBLTD2321	ਐ\RP_INJ ਦਿਲ,ਪਕੜ\N_NN ਦਲੇਰੀ\N_NN ਦਿਲ\N_NN ਦੀ,\PSP ਕਰ\V_VM_VF ਸੋਚ\N_NN ਵਿਚਾਰ\N_NN ਨ\RP_NEG ਕਾਈ\DM_DMQ |\RD_PUNC
PBLTD2322	ਰਲ\N_NN ਮਿਲ\V_VM_VF ਬਹਿਣ\V_VM_VINF ਹਮੇਸ਼\N_NN ਨ\RP_NEG ਦੇਂਦਾ,\N_NN ਕਿਉਂ\PR_PRQ ਨਿਤ\RB ਰਹਿਗੁ\V_VM_VF ਜੁਦਾਈ\N_NN |\RD_PUNC
PBLTD2323	ਹਾਸ਼ਮ\N_NNP ਫ਼ਤੇ\N_NN ਅਸਾਨ\N_NN ਤਿਨਾਂ\PR_PRP ਨੂੰ,\PSP ਜਿਨ੍ਹਾਂ\PR_PRL ਹਿੰਮਤ\N_NN ਯਾਰ\N_NN ਬਣਾਈ\V_VM_VF |\RD_PUNC
PBLTD2324	ਇਨ੍ਹੀਂ\PR_PRP ਅੱਖੀਂ\N_NN ਰੱਬ\N_NN ਨਜ਼ਰ\N_NN ਨ\RP_NEG ਆਵੇ,\V_VM_VF ਰੱਬ\N_NN ਹੋਰ\DM_DMQ ਅੱਖੀਂ\N_NN ਮਨ\N_NN ਮਾਹੀਂ\N_NN |\RD_PUNC
PBLTD2325	ਦਹਸਿਰ\JJ ਬਿੰਸਤ\N_NN ਅੱਖੀਂ\N_NN ਹੱਥ\N_NN ਆਇਆ,\V_VM_VF ਪਰ\CC_CCS ਰਾਮ\N_NNP ਪਛਾਤੋਸੁ\V_VM_VF ਨਾਹੀਂ\RP_NEG |\RP_NEG
PBLTD2326	ਜਿਤ\PR_PRL ਵਲ\PSP ਉਲਟ\RB ਪ੍ਵੇ\N_NN ਰੁਖ\N_NN ਦਿਲ\N_NN ਦਾ,\PSP ਏਹ\PR_PRP ਨੈਣ\N_NN ਪ੍ਰਾਣ੍\N_NN ਤਦਾਹੀਂ\N_NN |\RD_PUNC
PBLTD2327	ਹਾਸ਼ਮ\N_NNP ਦੋਸ਼\N_NN ਨੈਣਾਂ\N_NN ਨੂੰ\PSP ਕੇਹਾ,\PR_PRQ ਇਸ\PR_PRP ਦਿਲ\N_NN ਦੀਆਂ\PSP ਦੂਰ\RB ਨਿਗਾਹੀਂ\N_NN |\RD_PUNC
PBLTD2328	ਇਸ਼ਕਾ\N_NN !ਬਾਲ\N_NN ਚਿਖਾ\N_NN ਵਿਚ\PSP ਪਾਵੇਂ,\V_VM_VF ਤਾਂ\CC_CCD ਮੈਂ\PR_PRP ਅੰਗ\N_NN ਨ\RP_NEG ਮੋੜਾਂ\V_VM_VF ਜ਼ੱਰਰਾ\N_NN |\RD_PUNC
